identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
hybridmail.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
sbicardgateway.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
boi.ts.dstr.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
wh.em-tuci.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
direct-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
filetransfer.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
administrationdirect-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
ui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
cmspvw.transunion.do,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
sendlogs-data.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
deservices-uat.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
links.em-tuci.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
tuinf.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
ts.sftp-portal.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:12 UTC,2024-07-18 16:21:12 UTC
*.transunion.com.br,WILDCARD,,false,true,high,high,high,critical,,2024-08-05 13:42:38 UTC,2024-08-05 13:42:38 UTC
*.chile.transunion.com,WILDCARD,,false,true,high,high,high,critical,,2024-04-01 18:36:28 UTC,2024-07-18 16:18:42 UTC
vpn2.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
dashboards.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
tu-pvw2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
ct.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
verifications.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
vpn-tokens.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
dms.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
idmanager-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
apimarketplace.transunioncibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
mremedy-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
smgw-uat2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
tu-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
spo3w9ap01-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
turssservices-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
smweb-uat2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
tustore.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
qex.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
qte-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
*.transunion.do,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:35:59 UTC,2024-04-01 18:35:59 UTC
direct.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
reportingcust1a.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
svmidweb01.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
c3app.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
goodworks.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
mrs3.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
securetransfer-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
meet.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
ct.openbanking.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
gtm.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:17 UTC,2024-07-18 16:19:17 UTC
preemployment-api-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
tuaba.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
apiaccess-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
api1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
chivpn3.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
truvalidate-console-prod.gcp.gfs.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:00 UTC,2024-07-18 16:20:00 UTC
quickcheck-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
fch-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
thesource.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
courtclerkadmin.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
decisioncentre-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
hk1-sip.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
disclosureservices.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
hsp1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
*.neustarcare.com,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:39:22 UTC,2024-04-01 18:39:22 UTC
crm.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
ciamfed.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:10 UTC,2024-07-18 16:21:10 UTC
api-mul.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
consumersolutions.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
vpn.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
*.transunion.mx,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:37:09 UTC,2024-04-01 18:37:09 UTC
personalsolution.transunion.hk,URL,,false,true,high,high,high,critical,,2024-04-26 16:49:39 UTC,2024-05-08 16:09:28 UTC
stageaemapi.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
consumerdispute.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
apiaccess-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
fedcorpauth.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
tut.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
my3-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
cosmos.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
ash02oobvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
de-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
global-mktg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
myscore.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
bdsacxiom-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
pmsummit.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
tuhcm.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
developer.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
cmsstage.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
servicenow.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
stageapimarketplace.transunioncibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
webupdates-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
shareable-admin-ext.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
archer.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
asc.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
prama.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
cmsstage.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
assocert.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
dnbftp.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
smweb-uat1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
wug.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
chivpn-oms1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
checkmyscore-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
eastafrica.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
globaltech-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
qa.decisionedge.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:12 UTC,2024-07-18 16:21:12 UTC
alerts.hsp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
idmanager-sts.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
crsnumericsearch-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
chile.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
cmsstage.transunioncentralamerica.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
encrypted.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
apps.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
sow.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
cm.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:57 UTC,2024-07-18 16:18:57 UTC
investors.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
miid.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
lon01vpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
itrs-fch-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
*.transunionsolutions.co.in,WILDCARD,,false,true,high,high,high,critical,,2024-05-28 16:40:04 UTC,2024-05-28 16:40:04 UTC
qex-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
vpnchi-neustar.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
imvrs-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
core-data.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
ias.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
*.transunion.ph,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 16:46:56 UTC,2024-04-01 16:46:56 UTC
identity-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
smadmin-uat1.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
buster.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
etime.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
mgmtvpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
aeresource-cvd.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
css.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
fieldmail.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
dialin.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
onlinedispute.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:35 UTC,2024-07-18 16:19:35 UTC
dmsuat.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
capitaloneapi.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
api-hc-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
ias-tu-int.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
openbanking.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
master.fl.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
alerts-uat.hsp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:37 UTC,2024-07-18 16:18:37 UTC
dispute.transunion.com,URL,,false,true,high,high,high,critical,,2024-02-20 20:15:33 UTC,2024-07-18 16:19:01 UTC
fedcustauth.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
truecredit.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
kycupload.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
custcert.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
mfiuat.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
go.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:00 UTC,2024-07-18 16:19:00 UTC
web-guides.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
quickcheck-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:36 UTC,2024-07-18 16:19:36 UTC
chnvpn-lb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
spo3w9ap03-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
us2fepool01-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
digitalcertdirect-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
netaccess.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
insummit.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
newsroom.transunioncibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
cmsdev.transunioncibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
lonvpn-lb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
atlasccr.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:10 UTC,2024-07-18 16:22:10 UTC
datagatewayuat.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
idp.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
us1fepool01-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
isaav.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
authsvc.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
chivpn2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
tu-ipaas.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
securekey-poc1.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
mi.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
cmsstage.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
autotest.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
app1-dev-pub-alb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
sftp.cibil.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:11 UTC,2024-07-18 16:22:11 UTC
spo3w9ap02-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:38 UTC,2024-07-18 16:19:38 UTC
fr.manualupdates.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
my3decision-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
at.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
http://customertest.drivershistory.com/dr3/api/dr30/getcombined,URL,,false,false,high,high,high,critical,,2023-12-06 17:36:10 UTC,2024-04-09 20:06:17 UTC
tucibil-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
cfed-ctf.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
fedcust-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
legalrequest.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
newsletter.transunion.co.za,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:13 UTC,2024-07-18 16:22:13 UTC
chnvpn2.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:41 UTC,2024-07-18 16:18:41 UTC
creditretriever.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:58 UTC,2024-07-18 16:18:58 UTC
qa.affordability.transunion.co.uk,URL,,false,true,high,high,high,critical,,2024-07-18 16:21:11 UTC,2024-07-18 16:21:11 UTC
bdswebsite-uat.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
cc2rest.tui.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
vpn.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
tu4rscores.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
hko3w9ap02-extweb.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
cmspvw.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:53 UTC,2024-07-18 16:20:53 UTC
horizon.ha.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:54 UTC,2024-07-18 16:20:54 UTC
tu4rscores-uat.transunion.ca,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:55 UTC,2024-07-18 16:20:55 UTC
residentverify.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:37 UTC,2024-07-18 16:19:37 UTC
de.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
newsroom.transunion.ph,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
tuocrsuat2.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
integrated.test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:18 UTC,2024-07-18 16:19:18 UTC
fch.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:59 UTC,2024-07-18 16:18:59 UTC
newsroom.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
kyriba.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
audclient.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
noname-test.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:21 UTC,2024-07-18 16:19:21 UTC
ca.npac.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:14 UTC,2024-07-18 16:22:14 UTC
my3.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:20 UTC,2024-07-18 16:19:20 UTC
webmail.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
*.neustar,WILDCARD,"",false,true,high,high,high,critical,,2024-04-01 18:38:32 UTC,2024-05-02 21:41:47 UTC
lpdashboard.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:19:19 UTC,2024-07-18 16:19:19 UTC
tu-rwanda.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
workday-sbx.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:02 UTC,2024-07-18 16:20:02 UTC
br-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
tubr-pvw.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:20:01 UTC,2024-07-18 16:20:01 UTC
chivpn-stg.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
partner.transunion.hk,URL,,false,true,high,high,high,critical,,2024-07-18 16:22:12 UTC,2024-07-18 16:22:12 UTC
blog.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:40 UTC,2024-07-18 16:18:40 UTC
attributemanager.transunion.com,URL,,false,true,high,high,high,critical,,2024-07-18 16:18:39 UTC,2024-07-18 16:18:39 UTC
